Id	Body
17872	who or what is this poem referring to  i come from a cloud  some long streaks of light  and a glowing shroud  but now out of sight      seen in the summer  despite my nickname  many deaths occurred  but im not to blame
42452	you are standing at the centre of a circular forest of radius  metres the trees of this very regularly planted forest stand in a precise rectangular lattice on the plane each  metres from the next the points mn within the discshaped forest  with mninmathbbz not both zero since  is the point where youre standing each tree is a perfect cylinder with radius at least  centimetrescan you see out of the forestsource leith hathout crimes and mathdemeanors
17879	if a word has a certain property i call it a versatile word™in each of the short unrelated sentences below only one of the choices is a versatile word™the sentences are for context only and do not affect whether a word is a versatile word™    she ate a  peach  pear   he  boats  sails  in the summer  she  circles  loops  around the building  he  fires  shoots  his weapon  he  aids  helps  his sister  they wanted to go  also  too   this air always contains  dust  ions   the best  coffee  tea  comes from india  the vet will  neuter  spay  the cat  the gang will  loot  raid  the store  she said  bye  ciao  and left  only the  ash  soot  remained  what makes a word a versatile word™
17882	storythe land of dictionaria was once a utopia where all words lived together in perfect harmony words respected each other and the big words always found a place among their smaller compatriots the words worked together to weave letters into poetry and literature but just as every cheery summer is followed by a chilly winter the good days of dictionaria seem to be nearing an end as the newly powerful invaders from the dark depths of chatsville go about destroying the natural beauty of dictionariait started rather harmlessly when laugh out and loud found themselves marginalized as the petty thief lol found his feet in dictionaria brb came in and usurped the position long enjoyed by be right and back there was almost no unease when these small time criminals began gaining recognition but the worst was almost knocking on the doorwhen yolo and twerking came charging through the gates little did the natural words know that everything in dictionaria would never be the same again the popularity of these thugs grew by and large and slowly they began claiming to be natural residents of dictionaria led by the notorious mob boss swag the usurpers from chatsville have now decided to wipe out the older words of dictionaria and claim the entire land as their own swag has entrusted the task of complete domination to his two trusted henchmen  xoxo the sweet tongued monster and asap the swift executioner swag has ordered xoxo and asap to eliminate all words in an alphabetical order killing words starting with a particular letter every day aardvark will be one of the first to go and millions more will soon follownow the henchmen are ruthless but not so bright and some of the words of dictionaria have realized that they can escape the massacre simply if they manage to pass off as another word on their predestined day of execution these words are lucky to be born with such characteristics that they can contort their bodies to make their head appear where their foot is and their foot appear where their head is and once they escape their execution they can live on because the henchmen will not remember which words have escaped their execution these words hope to avoid death and one day drive out the usurpers of chatsville but they need to know who their leader would be as the natural words were respectful of those bigger than them their leader would be the tallest one among them who do you reckon will survive the massacre and lead the survivorspuzzlefind the longest word in the english language that can be morphed into another word simply by switching its first and last letter the word cannot have the same first and last letter and the word cannot be an abbreviation or contraction the word should be found on dictionarycom and words that are valid in scrabble are not counted if they do not appear on dictionarycomeditdictionarycom is the bible of the residents of dictionaria hence the inspired name and all those who seek to nominate nonexisting words as the leaders are distrustful pagans be gone infidels
108000	suppose that you take a pen and mark five points on a balli claim that no matter where you draw those points i can always slice the ball into two equal halves two equal and closed hemispheres such that one of the halves contain exactly four of those points is my claim truesource this mathematics educators stack exchange question by user mikepierceps please also check out the following answer given byscott mcpeak where he discusses two very interesting variants of the above question scotts answeryet another variant of this question where we claim that we can always divide the sphere into two close hemispheres such that one hemisphere contains at least  points can be seen hereat least  points are in a hemisphere
26081	when i was a young adult i left something at level  becausei found something the thing i found is like a magnet to some peoplesome say it belongs to the castle near the neck and the iron islandwhat am ihint    use the maphint    the answer has some relationship with him which person does these pictures represents hint    the person i am asking about exists in real he is not part of any comic bookif this question remain unsolved until feb then ill post the answer myself and i am sure youll say oh fk that was easy
108015	im a four letter wordwith four i deliver peoplewith three i trouble peoplewith two i kill peoplewhat word am i
26107	to this riddle one shall add meta  like a program and an se site  for the answer you have some data  yet not always you will get it righttrying out an abab rhyming scheme herei guess im not good at judging difficulty so please excuse me if this is too easy or too hardhint    the answer itself contains no meta nor will it make sense if it doeshint   data means raw unprocessed information it may or may not be computer data
42491	not sure what the answer is but if i had to guess    cmaybe you guys will come with a different answer
83466	a piece is missingwhat should it be
17937	you have one hundred lockboxes fifty made of steel fifty made of wood and a key for each boxa prankster breaks into your house and distributes the keys among the boxes he places each key in a random box independently of the other keys so that some boxes may receive multiple keys while others have none he then closes all the boxes locking the keys insidethough the steel boxes are impenetrable the wooden ones can be broken quite easily what is the probability that breaking open the wooden boxes will allow you to open all of the steel onesbonus what if you had n lockboxes in total k of which were woodenremarks this is a slight variation of a question i previously asked in that puzzle the prankster also randomly placed the keys in the boxes but did so in a way that no two keys were put in the same box will his change in behavior increase your chances of being able to open all the boxes or decrease them
9746	two men find an old gold coin and want to have a coin toss with it to decide who gets it the only problem is the coin is heavier on one side so it comes up heads more than tails what is a fair way for the men to toss the coin and decide who gets the coin
17945	im posting this from the roof of a building because i cant figure out a safe way down ive scoured the roof for anything useful and all i found was a coping saw i also found a  foot ladder which is firmly connected to the roof but its length is just hanging from the secured top rung the building is unfortunately  feet tall how can i use the coping saw to double the length of the ladderthe wind is really strong so i will not consider climbing down any arrangement which could possibly be blown apart  that is if it is possible to separate pieces of the arrangement such that they would not longer function as a  foot ladder i will not climb it the ladder is unbendable cannot be cut by anything other than the saw and cannot be mended once cut it starts out as one solid piece of material the saw cannot cut anything other than the ladder and there are no other materials around i am capable of making precise cuts if necessaryin short how do i use one of thesehskipinto double the length of one of thesehskipinit is necessary for the intended solution that the coping saw blade can be released on one side threaded through an existing cut and reattached a keyhole saw would probably also work but it would be difficult to make the necessary cut the puzzle is not so much in how one physically makes the cut but rather what cut is made i have managed to double the length of the pictured ladder with the pictured tool
67098	open my mouth and twist my ear  like you have done since yesteryear  ill do what i have done the most  ill hold my ground and stand my post      when im ready when im sated  ill give you something not belated  if you feel rushed—if time is dear—  i sometimes open from the rear
58912	ive designed this myself and i want to know whether my answer is correct and if there are any more possible answerswhich is the odd one outlargetextcourtesy bird hurdle learnanswerit is hurdle since it is the only one whose first syllable follows its usual pronunciation ur for example courtesy vs our bird vs wind and learn vs ear have different pronunciationsare there any other possible answers to this
42535	i am near i am far    i am big i am small    i cant see nor can i talk    in your eyes i reside and affect your feeble mind    watch closely and then step back did you miss me    im not behind your backwhat am ieditthe riddle has an accepted answer but as some people pointed out the riddle might be a bit too broadhere are additional lines to help narrow the riddle possible solution  im not in abstract but am one    i am not real but can think of as inside one    love the art in all colors and shapes    i am a rule of time and space    please i beg help me back inside the frame
91691	take the  aces  twos  threes and  fours from an ordinary deck of playing cards is it possible to place all  cards in a row on a table so that there is precisely  card between any  successive aces  cards between any  successive twos  cards between any  successive threes and  cards between any  successive fourscan an analogous placement be achieved if the  fives are included
99888	got this one off a batman forever cassette tape but the choice to repeat it is all mine i shoulder the blamewhy cant you know how many people can fit on the floor of an opera house
26167	some call me royalty but i say theyre wrongsome call me crazy but i say theyre wrongsome call me a ghost but i say theyre wrongsome call me racist but i say theyre wrongsome call me a hat but i say theyre wrongwhat am ihint     i am a wordhint    the answer involves rhymes
26168	a little riddle i conceived on vacation last winteri am spread out like a leafthat what forms me cuts me but builds me upthat what cuts me seeks always to go lower but lifts its bed higheri am commonly found where what builds me is less commonwhat am ihint see titlein answer to ermanen ive decided to post one more clue leaf
75321	one day you are accosted by a wizened blind man who refuses to let you pass unless you answer the following riddle   as a verb i can create what is later erased from this world  as a noun i may steal away children and change them forever  as an adjective i will laugh at those who fail to believe me
83525	our last safe to conquerok team this one might give us a little trouble nothing we cant handle though lets gothis safe model is the nevacrak   the most secure safe there isour only way in is to look at our puzzle and simply find the block that doesnt belonga couple blocks are blank and are to be ignored only concern yourself with blocks with numbers and letters also disregard any of the flaire going on in the backgroundthats iteverything is riding on you go open that bad boyand here is the nevacrak which block does not belong only one correct answer no tricks or worplay involved
17997	part  im something basic made of odd piecesmany will know me even among different speechespart  do i contain waves or particles depends on your contexti am not what you think i am there is one crucial differencepart  one of me has a bright streak yet its outlook is drearymy like has been here since the first but not by name til part  im a magical number simple but powerfula single operation makes me uncountable  put them all together and what do you get and in case anyone is concerned that i am too prolific a puzzler this will be the last puzzle i contribute until one  of them is solvededit seems i made it too hard indeed see below for an easier version of the riddle   part  im something primitive made of  pieces  many will know me even among different speeches part  if light is what you say i am youre technically right  but youre heads full of me if you think that i am light part  in games in comics in movies in the dungeon  if solos your style then with me youll have fun part  im a magic number a power of two  i make cantor cock his head and say ooooh
58964	how to use the number  to make you can use any operation except for multiple factorials and you can concatenate numbers ex    you can take the square root of a number without a two but if you want to take the cubic root you will need a three
18009	archie the archeologist has discovered an egyptian temple and plans to send in a robot to explore it he uncovered the ancient engineers papyruses which explain almost everything about the temples layout however the engineers left out one crucial detail to stymie the efforts of thieves the details of the maze roomhere is all the papyrus said about the maze roomit is a  meter by  meter square whose walls are aligned with the compass directionsthe floor is colored like a times  checkerboardbetween each adjacent square there either is a wall or isnt one square is the start square the only entrance to the maze involves being dropped onto this square from a trap dooranother square is the finish square once you step on it you immediately fall through a trap door to the throne roomit is possible to get from start to finish to program the robot you give it a finite list of compass directions either north south east or west the robot then goes down the list moving one meter in the current direction unless doing so would make it hit a wall in which case it doesnt move   can archie program the robot so that starting from the start square it will be guaranteed to eventually reach the finish squarea note you do not need to explicitly describe the program only convince archie whether this task is possible the grad student will take care of creatingwriting the actual program
50781	this is on a similar thought process as a  year old puzzle on this site you have one question to tell whether the number im thinking of is   or i am thinking of a shapeit is either a triangle or a rectangle or a pentagonask me  question to which i can only answer yes no or maybesometimes and guess the shapeonly one condition please dont ask the question based on numbers   and  which of course correspond to the sides of the respective shapesi think there could be multiple answers again i apologize if this has been asked before
9827	alex boris and jasper are at a bar celebrating cinco de mayo alex announces he can read jasper’s mind and goes out for some fresh air boris asks jasper to select something in the room jasper points at a lime when alex returns boris asks “is it that napkin” alex says “no” boris asks “is it the night sky” alex says “no” boris asks “is it that lime” alex says “yes” alex leaves the room again and jasper points at an ashtray when alex returns boris asks “is it that spoon” alex says “no” boris asks “is it that cigarette” alex says “no” boris asks “is it your shadow” alex says“no” boris asks “is it that ashtray” alex says “yes” this is repeated again and jasper points at a straw when alex returns boris asks “is it that cigar” alex says “no” boris asks “is it that fork” alex replies “no” boris asks “is it that rose” alex says “no” boris asks “is it that crow” alex says “no” boris asks “is it that straw” alex says “yes”jasper is very much amazed that alex was able to guess it right thrice in a row how do you think he did it
67172	it is a lovely monday afternoon when you detective ashmolean are given a new case kids have been disappearing all over town and it is your job to find the kids and arrest the kidnapper all of the kidnappings happened while the kids were at the local school and because today is a teacher work day that is where you check out first as you arrive at the school the principal explains what is happening during the day kids are mysteriously disappearing but we have no idea when it happens or where they are taken to our security cameras never catch the kidnapper please help us you tell the principal to lock down the school so that only the teachers and staff are on school groundsyou bump into the science teacher grading papers in his room as you are walking down the hallways you see the music teacher talking with the math teacher standing by a tree outside at the playground the lunch lady is busy preparing rotten disgusting cafeteria food for the next day the janitor is rearranging all of the desks as you enter the cafeteria you see the reading and language teachers discussing students for the upcoming academic awardsyou explore the whole school without finding anything but suddenly a bulletin board catches your eye in the center of the giant bulletin board you can make out the words kids tahen lo it looks like fresh blood so the kidnapper must be one of the staff you try to see if there is anything special about this blood but as you study it closer you see that the border of the bulletin board has the same pattern repeated over and over again here is the patternwhere should you go nextwho should you suspecthint    the answer is not a fruithint    if you replace the sandals with glasses they still have the same meaninghint    the arrows have to do with stack exchangehint    the place you should go to is a citybig hint    ok fine the arrows stand for voting which gives you repbig hint    who is doing something that is not right for their jobbig hint    hint  stands for capital so go to a capital city
91749	this puzzle is based on the framework described herecontrolling a robot blindfolded on a x gridhere is a quick summary a robot is located somewhere on a grid but you cannot see it you can send commands to the robot to make it move one cell left right up or down some cells can be walls if a robot hits a wall it stays in its current cell your task is to guide the robot to the target cell t once the robot reaches the target the game will terminate immediatelycan you find a x grid that will require the most commands to be solved from any starting position of the robot the grid must include the terminal cell t which must be reachable from any empty cell some of the grids cells can be walls good luckps my previous puzzle on this topic received some downvotes which i still dont understand hopefully people will enjoy this puzzle more
75363	one day while enjoying a trip in one of his kingdoms cities the amnesiac king of country x forgets the identity of his sole son and heir three men from the empire rush to send letters to the kingall claim to be of royal blood   first claimant  father do you remember the days we spent playing chess against each other we spent entire afternoons with only each others company honing each others skills     second claimant  your majesty do you remember the speech we gave together at the city hall you praised the younger me for having the courage to speak in public     third claimant  my liege do you recall that day on late mothers birthday when i broke her favorite antique vase to teach me a lesson you made me clean the mess myself after inspecting all three letters the king visits the royal library to read as he often does when he returns to his chambers that night he quickly pens a letter to one of the claimants and has the other two arrested which person does he decide is the prince
67176	you may find me fastmy answer is transparentto those restive few who went offtheir egregious oversightleft to scan and screenhear my refrainbound to draw the story outhint   please stop trying to edit the title its one of the clueshint    as mea culpa nay pointed out there is a contradiction so many contradictions in fact that its almost moronichint    my last clue is a herring does that make me twofacedhint    i am what i am and i am what i am not
9835	this puzzle belongs to the puzzle series hypermodern arttwo visitors are standing in front of a painting in the hypermodern art gallery discussing itwell i have to admit that i really dont understand hypermodern art it seems artists nowadays just plot anything without thinking and call it art what do you make of thismy friend this clearly shows that one needs a certain eye to see the art i think actually the artist did a very interesting job herereally i know art isnt something to look nice on the wall but i simply cant stand work like this there is no thought going into it just some paint and then pick a random name for your work and let the art critics come up with some meaning of it all and voila thats what it has been about all alongoh quite the contrary my friend looking at the work the name of the painting couldnt have been chosen more appropriately in fact one could discover the name in the painting if it hadnt have been labelled i think it was quite cleverly donecan you determine the name of the painting below it consists of  charactersthe puzzle is solely contained in the digital image above you may want to download it for full resolution and processing in your answer you have to state a clear and detailed explanation why your name is the correct one the name alone and some loose connections are not enough
42603	i did not choose this line of work  twas someone else jerk  i did not even practice one single day  and now find myself in great dismay  i tried to leave my job but couldnt  for he placed me here in a way i wouldnt  when those chosen in my path  after uprooting suffer the aftermath  of senseless flight or caged night  or forced under watery perilous fright  all of us were marked pierced or placed  by his hand against our wills disgraced  and now in my eleventh hour  i find my fate must really go sour  for many of my colleagues do not go home  yet pieces of them now around me roamwhat am i
18039	my legend will be rememberedtoo strong to be dismemberedno happiness at the partingwhat happened at the starting  all the lines or all we domix god religion and the facts toocounting now what are we atprofound noises or like a cat  my land is one full of lifeyou know my cousins little strifestarted with two but grew to threebut with some help who can i be   hint      each line references something different  hint      is a very similar format to another one of my recent riddles  hint      thinking of the comment on mareks answer it might be more accurate to say normal human beings can be dismembered but remember hint  hint      check this riddle this riddle this riddle or this riddle for some similar formats   hint      what color do we often associate with life what landcountry is often associated with that color   hint      the answer is not an actor
9850	berlin we knew that they were on to several of our people but unfortunately we werent sure which ones pulling them out before we were certain would needlessly disrupt important sources of information we had a pretty good guess who would be given the hit jobs a nasty brute wed codenamed tuner piano wire was known to be his instrument of choiceluckily we managed to bug his phone and intercepted what was obviously a coded message a monotonous synthesized voice reading off a list of paired words many of the words were our own code names for our peoplemuted aardvark long alarm magicians uncle trim eel able dinosaur desperate rabbit ethical salmon slim ice natural dragon round oriole proud bobcat open xiphoid thorough hyena responsible egret elevated stopwhat did they think we were idiots our informant malamute was targeted we rushed him out of the city to safetylate that same evening we got word that a double agent code name oriole had fallen to his death out of his fourthfloor apartment on bunderstraße had we misinterpreted the message or simply missed anothernext day a similar call came through for tuner same featureless machine voice and strangely the exact same set of word pairs but in a different ordernatural dragon trim eel open xiphoid muted aardvark slim ice responsible egret thorough hyena long alarm able dinosaur magicians uncle desperate rabbit round oriole proud bobcat ethical salmon elevated stopwith so little time to work before we expected tuner to strike our analysts were stumped all we could think to do was put guards on the highestvalue targets that had been namedin the morning we learned that hyena had been attacked by a vicious dog outside her house she never made it to the hospital she hadnt been on our watch list we were losing this skirmish badlythe afternoon brought another phone message like the first two we dug in but without much hopeslim ice magicians uncle thorough hyena trim eel open xiphoid long alarm elevated stop ethical salmon muted aardvark proud bobcat desperate rabbit round oriole able dinosaur natural dragon responsible egretone of the analysts  just a kid really named brad hint  seemed to be reciting the lists to himself and counting on the fingers of one hand hejumped up suddenly and exclaimed theyre after eel tonight no wait he looked over his notes and added the indicator repeats in this one two of ours then bobcat as well weve got to get them both out of the cityit was the best we had to go on we rushed men to each of their locations we were too late for eel he had accidentally dropped a radio into the bathtub with him but we interrupted tuner just as he was about to throw bobcat down a flight of stairs our men gave chase but lost him bobcat was whisked away to be debriefed hopefully tuner assumed that we had just gotten lucky but wed have to wait for the next message to find outwhat did brad see that we had missed in the first two phone calls how did he know who the next targets were
1660	you are in the intersection of two roads there is a troll in the beginning of each roadone of them is liar always lies and one of them always tells the truthone of the roads ends to your destination and one of them ends to death  the trolls know which way is the right one and which one ends to deathhow can you find the way if you can ask only one questionits your choice who to ask from and you dont know who tells the truth and who lies
42623	you know who i am if you cannot identify me use the following picturesi am not in an orderhint   you might not know who i am until you visited this puzzle
75397	the people of country x are quite eccentric here are some of their more interesting rules and customsthe children love candy but no one is a fan of sugary drinksthere are no sushi restaurants in townit is legal to set off fireworks anytime and anywherehowever those arent very popularthe residents love to read and prefer electronic tablets to paper booksthere are no speed restrictions on the highwaysyou are hired by roomba to scope whether country x has a potential market for cute robotic vacuum cleaners after performing some financial analysis you recommend the company attempt to establish a market albeit with one crucial modification to their product what is the modification and whyedit the reason for the modification should be derived from and be consistent with all of the rulescustoms i will try to release a new rulecustom every day until someone gets itafter spending more time observing the locals you notice the followingonly the tallest buildings have elevatorseditan excerpt from a financial report on roomba markets in country xthe people of country x care deeply about maintaining the cleanliness of their homes and offices however the roomba as sold today is physically incompatible with country x we recommend that
26251	where hackanoogie prison when who cares the master key keeper had had a really good day and in a fit of insanity and niceness decided to let all the inmates to go free if they manage to carry out the following taskguys he calls over the pa system its very informal there on tuesday mornings during the night the key keepers were extremely bored and crept into everyones rooms and painted a red or blue dot on every persons nose we will open the door to the chocolatefountain room as it is the largest room in the prison and everyone must go inside he paused to take a swig from the eversmoking everpresent flask by his side if the reddots and the bluedots successfully manage to sort themselves out and stand on two opposite sides of the room  he paused for dramatic effect you will all be let free needless to say you cannot possibly see what is on your or anyone elses noses right now because you are currently standing in pitch black darkness you may discuss a strategy now but when you enter the room which will be lit  no talking winking burping or any communication of any kind oh by the way as soon as you take your place  we will mace you the painless raspberry flavor  type and you will get blindedoff you go he giggles as he falls backwards through window and into the venus flytraplo and behold the inmates manage to complete the task successfully how did they do it
59026	the rebus puzzle is shown in the picture below
42643	i can be found all around the globe  everyone has seen me i hope  i come in lots of colors and shapes  i dont make it better the landscape  if you dont see me youll pay  and you regret that all day  edit two new lines  ill tell the rules  so everyone is safe from fools might be vague but had to make it rhymewhat am i
50837	my calculator has the usual number keysdave swapped two number keys around and wont give it back until i work out which keys hes swappedi can give him one sum using one or more of the basic operators −÷× and he will tell me the result on the screen after he presses the equals keywhat sum should i give so that i will know what keys were swapped when he tells me the result or is this simply not possible
9890	what is the largest number of words that can be made by just adding one letter to the original word where each iteration is a meaningful word eghohonhonehoneshonesthonestythe original word can have as many letters as you want you can add letters at the start at the end or anywhere and onomatopoeic words are allowed
9900	yesterday evening there was a public discussion on tv that was dedicated to the upcoming electionsthirteen politicians from the thirteen most important political parties participated in itafter half an hour one of the politicians summarized the situation and said one lie has been toldanother one of them said now two lies have been toldthen a third one said now three liesa fourth one said and now four lies have been toldthe fifth politician actually now there are already five liesthe sixth one now six lies have been toldthe seventh one and now seven lies have been toldthe eight politician now eight lies have been toldthe ninth one nine lies have been toldthe tenth one up to now ten lies have been toldthe eleventh politician now even eleven lies have been toldthe twelfth politician twelve now twelve lies have been toldthen the thirteenth politician said and now thirteen lies have been toldat this moment the moderator got fed up and ended the discussionthe discussion was later carefully investigated by the political analysts and it turned out that at least one of the politicians had correctly stated the total number of lies told up to the moment just before he made his claim  question how many lies were altogether told by these thirteen politicians
42685	alice and bob are playing a game in the beginning the integer  is written on a blackboard in a move a player caneither decrease the number on the board by  ie replace n by n or  halve the number and round it up to the next integer if a fraction is obtained ie replace n by leftlceil fracnrightrceil  as always alice moves first and then they make moves in turns the first person to get to  wins   assuming both players play perfectly who is going to win the gamesource st petersburg math olympiad
50882	story version scroll for tldrits the end of the first quarter of this means its the end of the  fiscal year at least in my country it isits time to draw the lineso the ceo did his calculations and said we did a good job so we should get a bonusyippeeebut there is a catch  or twothe ceo values smart people more than hard working peopleso here is his bonus scheme straight from the ceos mouthyou all know your own monthly salary but not those of your colleaguesif you can guess how much it costs me to pay all of you in one month you get a bonus otherwise ill just take you out for beers but no bonusyou cannot ask the financial department and you cannot find out how much the other people make a monthnow what strategy should we apply in order to know the total sum of the salaries per monthi really want the bonusall i can tell you is that we are at least  employees and you can ignore the tax calculationsnote this is just a story it didnt actually happen because there are no bonusestldreach of n people know a number but dont know the number the others knowhow can the people find the sum of those numbers without finding out each other number n
59084	a rectangular room has a floor tiled with tiles of two shapes × and ×the tiles completely cover the floor of the room and no tile has been damaged or cut in half one day a heavy object is dropped on the floor and one of the tiles is cracked the handyman removes the damaged tile and goes to the storage to get a replacement but he finds that there is only one spare tile and it is of the other shape can he rearrange the remaining tiles in the room in such a way that the spare tile can be used to fill the holesource of the puzzle mathse
59090	i have created this poetic puzzle where you need to give me one word that i am looking for  you thought you could attack me  but hold on not so fast  look in between  since german trains are best  no matter black or white  if you did not consider  you mightve been winning  but now i am the winnerwhat happened here
42709	consider a downwardpointing triangle of letters x y and z formed by the following algorithmstart with a sequence of  letters each of which is x y or zunder each row construct the next row as follows if two adjacent letters are the same write the same letter beneath them if theyre different write the third letter beneath thema couple of examples to demonstrate          x y z z x z x z x y          y z x z x z y z y y           z x z y y y y y z            x y y y y x x x y            y y x y y y y x              z y y y z x x z             y z z y y y z                x y y x y x y              x z x y y x                  z y z z z z               y y z y z                    x x z z z                y x x x                      x y z z                 z x x                        z x z                  y x                          y y                   z                            ythe problem prove that no matter what letter sequence we start with the letters at the three vertices of the resulting triangle must always be either all the same or all differentbonus problem what values can we replace  with ie what sequence lengths can we start with such that this is still trueinspired by a question from the ussr mathematical olympiad
1764	if four s make eight and three s also make eight how many s do you need to make three eights when you only have less than eight s
42729	you and your friend john both enjoy magic the gathering but youve gotten into an argument over which creature is the best  the two of you agree that the only fair way to settle this is to see how good each creature is individually  you proceed to build decks consisting of  basic lands and the one creature under consideration and see how quickly you can kill an opponent whose deck consists of  basic landsthe best creature according to the two of you is the one that can win this arrangement on the earliest turn possible and as tiebreaker deal the most damage to the opponent  you may stack your hand and deck however you like at the start of the gameafter investigating all creatures legal in vintage which do you and john conclude is the bestexample a deck consisting of brushstrider and  basic forests can deal  damage by turn nine
67308	im an oldfashioned word that is rarely usedan example of latin and english fusedcharles lever used me so did dickensand sir arthur conan doyle  wow the plot thickensyou may be forgiven for mistaking mefor an ode to a german christmas treeif you think you know the answer have a goits what you think not what you know  clue   seeing as youre stumped ill spin another verse maybe my first rap was a little terse i didnt say the answer sounded like that tree its the ode you could mistake it for  do you see
75505	i was flipping through some of my old puzzling notebooks and i found an old puzzle of mine i dont quite rememberi tried to find when i made it i put the date i made all of my puzzles on them but i couldntafter looking at the puzzle a bit more i figured out thats what i had to findi eventually figured out when i made the puzzle but can younote i believe my younger self might have missed something on the geometry part the shape with all sides equal is a squarehint  you need to be a mastermind to solve part one
26353	my altered name is lurking slyly hereas my selfreferential words make clearyouve guessed my easy riddle now i fear  answera hint   the title could have been my  odds acrostic riddleanother hint   httpswwwgooglechwebhpsourceidchromeinstantionespvieutfqacrostic in this case i used another markerhinting again and summarizing clues from comments   one piece of punctuation was a misdirection all parts of the puzzle everything above a hint are significant this is not a usual acrostic the title is a key or map to the solution  for instance   the my in the title is a clue that the word my is the acrostic marker    is not an ordering and the digits may mean different things  there is always a trick   the word selfreferential applies in more than one way here there is a certain tricky sense in which this puzzle is indeed easy  want something specific   there are six letters in the solution
67313	look towards me i was there at the startopen your mouth i represent your heartgo towards the voice it is me who youll findof covenants and deals i can be used to bindsought for by those who are seeking the truthwhat am ihintthe first line is a religious reference
18171	one real two imagined one real who imagined  one performer two fighters one sidekick      one cannot be seen  one is hard to kill  one is a doctor  one is better known as a bug     one living two ageless one dead but immortalwhat are these lines talking abouthint        four in total hint    the title is a big giveaway and answering that question alone can lead the way to solving the riddlehint  a big one   viozs comment on this question and dennisdeems answer have figured out a couple pieces of the riddle string them together to find the solution
59136	youve been invited to room  but who lives in hint    room  is the last door at the end of the hallhint    as you listen at the door you can hear someone playing an instrumenthint    the neighbors door has a postit note stuck to it with the question why does the sun shine
42760	i had read somewhere that the if we cut a cake four times two horizontal cuts and two vertical cuts in whichever order the maximum number of pieces we can get is  no solution was given there  i am unable to figure out how it can be done  is it possible and how
9996	my job is putting things in ringsmy prize is ringsthe number of rings i have symbolizes speedwhen people see me in action they say oh neat
10000	a semi truck weighing exactly  pounds gets onto a bridge that is  miles long the bridges actual weight limit not the posted limit is exactly  pounds any more will break the bridge after going about  miles down the bridge a small bird lands on the truck what happensie what happens to the truck and the bridge i dont care what happens to the small bird or the driver heres the version with math that gives away the trick a bit but has less loopholesa diesel semitruck operating at the remarkable fuel economy of mpg begins to cross a bridge at the moment immediately prior to the wheels contacting the bridge surface proper the total weight of the truck and all its contents is exactly  pounds the bridge can hold a maximum of exactly  pounds without collapsing after traveling  miles along the  mile long bridge  all the while with  vertical motion whatsoever  an exceptionally large fullgrown male kori bustard lands on the top of the truck does the bridge collapseclarifications yes its an easy puzzle thats already answered so this isnt required im an engineer though and i demand that such things be rigorous holes pointed out by you internet people must be mendedthe given weight of the truck includes the truck itself as well as all things being carried by the truck such as the cargo the driver the drivers breakfast inside their stomach the fuel the cardboard box stuck in the axle all the magical snails that live on the left front axle etc it is the weight that would be shown by a scale if the truck was sitting stationary on one at that momentthe bridge weight limit given is the actual bridges limit and not the posted limitfor all you people from sane countries in which the metric system feels more natural feel free to change the units without conversion for all practical purposes the question could have a truck of weight going over a bridge of great length that has a weight limit of the same weight and its traveled  of great length when the bird landsthe driver is not consuming or excreting anything besides the air within the cabin which is open to the atmosphere outside the cabin it is irrelevant if it is open based on open windows or the air conditioningthe truck has a diesel engine without any electrical source powerful enough to provide or significantly support locomotionthe bridge can be treated as a perfectly rigid object with all stress equally distributed the total weight it can handle is as posted in the original questionduring the trucks voyage across the bridge there are no loads applied to the bridge besides the truck and the eventual landing of the bird yes this means the bridge is the most sanitary outdoor construction of all time as no living things exist upon its structurethe truck weight is taken as the driver has just inhaled a full breath of air note that the bird weighs more than the weight of such a breaththe bridge is perfectly smooth the truck experiences no bumps or vibrations of any kind there is no vertical movement of the truck at any point while traveling the bridge magic
50964	the numbers used can only be from  and cant be used twice the unused digit needs to be less than
42773	you wake up in a room you dont know where you areyou look around you see a computer a note and door with an  digit combination lockyou go up to the note it readsi heard you were a web designer a pretty good one at that i want you to fix my website my companys logo wont show on our websitethe issue is the background but i dont know how to change itthis is probably a little drastic locking you in a room and all but you said you would do it whilst you were drunk last night and i wanted to ensure you would do it straight awayi obviously want my companys colours incorporated into the website my last web designer said the colour code was edca once you have changed the websites files which is located on the desktop of the computer in front of you then you are free to leave the code will be be seen from the websites source code but only when loaded in google chromeyou load the computer and the first thing you notice when you load chrome is the color format option is not set to the default as authoredbefore you get to work changing the website you think it is best to figure out where you are and who you are dealing withyou look in the websites folders for an image which contains your captors companys logo to no avail so you look on google maps and see your coordinates are  armed with this knowledge you change the websites backgroundbut now its up to you you need to figure outwhat the code is for the doorwhich company is to be reported to the police bonus point for getting the name of the personassumptionsyou are being held within a  minute walk of the businessyou understand web designfor the bonus point it is the director of the company which took you
